City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
330,avera,33.194,-82.5271,89.65,44,83,8.72,US,1661713984
331,yabassi,4.457,9.9682,73.63,97,100,2.28,CM,1661713986
332,majene,-3.5403,118.9707,76.78,90,100,9.64,ID,1661713988
333,bonavista,48.6499,-53.1147,65.17,62,6,10.18,CA,1661713991
334,kenai,60.5544,-151.2583,55.15,97,100,3.44,US,1661713993
335,bolshaya izhora,59.938,29.5772,76.01,59,95,3.78,RU,1661713996
336,trincomalee,8.5711,81.2335,79.47,77,98,16.35,LK,1661713998
337,palimbang,6.2106,124.1894,78.67,82,67,4.0,PH,1661714000
338,kuytun,54.3419,101.5036,38.57,90,19,6.67,RU,1661714003
339,krasnoshchekovo,51.6708,82.7289,49.21,53,6,4.65,RU,1661714005
340,izumo,35.3667,132.7667,64.96,77,14,7.47,JP,1661713797
341,isla mujeres,21.2311,-86.731,89.65,66,6,10.56,MX,1661714009
342,vaitape,-16.5167,-151.75,77.25,74,11,10.78,PF,1661714012
343,atherton,53.5237,-2.4935,70.75,68,100,1.99,GB,1661714014
344,saint-philippe,-21.3585,55.7679,71.22,85,34,8.39,RE,1661714016
345,hualmay,-11.0964,-77.6139,65.93,71,13,11.01,PE,1661714019
346,belaya gora,68.5333,146.4167,48.36,80,49,4.34,RU,1661714021
347,vangaindrano,-23.35,47.6,64.74,89,0,4.34,MG,1661714023
348,araouane,18.9048,-3.5265,95.25,34,52,7.38,ML,1661714026
349,jumla,29.2747,82.1838,61.25,95,100,2.59,NP,1661714028
350,angoche,-16.2325,39.9086,74.03,70,0,10.69,MZ,1661714030
351,honningsvag,70.9821,25.9704,49.75,87,100,6.91,NO,1661714035
352,moranbah,-22.0016,148.0466,57.51,94,5,13.73,AU,1661714037
353,chara,56.9064,118.2631,52.57,86,100,2.84,RU,1661714040
354,chornobay,49.6708,32.3239,73.4,46,0,9.51,UA,1661714042
355,vila,42.0304,-8.1588,71.71,52,1,3.22,PT,1661714045
356,faanui,-16.4833,-151.75,77.23,74,10,10.8,PF,1661714047
357,kuloy,61.0305,42.4925,66.09,59,11,5.21,RU,1661714052
358,taltal,-25.4,-70.4833,62.29,66,23,5.01,CL,1661714054
359,plettenberg bay,-34.0527,23.3716,52.77,85,0,8.1,ZA,1661714017
360,ilulissat,69.2167,-51.1,46.42,53,0,12.66,GL,1661714063
361,itarema,-2.9248,-39.9167,83.5,59,52,19.48,BR,1661713899
362,matagami,49.7502,-77.6328,66.31,88,75,10.36,CA,1661713947
363,kirakira,-10.4544,161.9205,77.72,85,96,10.76,SB,1661714069
364,prince george,53.9166,-122.753,60.26,88,100,1.99,CA,1661714072
365,klaksvik,62.2266,-6.589,49.12,75,43,9.33,FO,1661714074
366,kazachinskoye,57.6953,93.2761,49.84,98,100,7.65,RU,1661714076
